ICN,WeaponsList
201007200, IED
201007174,Explosive
201007174, IED
201007172,Explosive
201007172, IED
201006488,Explosive
201006488, IED
201006875,Explosive
201006875, IED
201006978,Explosive
201006978, IED
201006938,Firearm
201007014,Firearm
201007408,Firearm
201007248,Firearm
201007247,Firearm
201006936,Firearm
201006937,Firearm
201007149,Firearm
201007148,Firearm
201007462,Firearm
201007462, Firebomb/Incendiary
201006939,Landmine
201006659,Missile/Rocket
201007374,Primitive
201008441,Explosive
201006981,Explosive
201007047,Explosive
201007047, Firearm
201007047, IED
201007199,Explosive
201007199, IED
201007221,Explosive
201007221, IED
201006508,Explosive
201006508, IED
201006490,Explosive
201006490, IED
201006882,Explosive
201006882, IED
201007208,Explosive
201007208, IED
201007474,Firearm
201006515,Firearm
201006878,Firearm
201006961,Firearm
201008443,Firebomb/Incendiary
201006654,Missile/Rocket
201007554,Unknown
201007220,Unknown
201007218,Unknown
201008449,Explosive
201006642,Explosive
201006949,Explosive
201006949, IED
201007216,Explosive
201007216, IED
201007178,Explosive
201007178, IED
201006521,Explosive
201006521, IED
201006536,Explosive
201006536, IED
201006520,Explosive
201006520, IED
201006904,Explosive
201006904, IED
201007568,Firearm
201006522,Firearm
201006529,Firearm
201006525,Firearm
201006957,Firearm
201006959,Firearm
201006954,Firearm
201006909,Firearm
201006906,Firearm
201006906, IED
201006906, Vehicle bomb
201006516,Firebomb/Incendiary
201006656,Firebomb/Incendiary
201006530,Grenade
201006911,Grenade
201006910,Grenade
201006531,IED
201006531, Vehicle bomb
201006953,Landmine
201006655,Missile/Rocket
201008452,Primitive
201007262,Unknown
201006866,Unknown
201009640,Unknown
201009639,Unknown
201006645,Explosive
201006908,Explosive
201006908, IED
201006566,Explosive
201006566, IED
201006581,Explosive
201006581, IED
201006579,Explosive
201006579, IED
201007674,Firearm
201006574,Firearm
201006569,Firearm
201006580,Firearm
201006876,Firearm
201006941,Firearm
201006940,Firearm
201006942,Firearm
201006966,Firearm
201006643,Firearm
201007185,Firearm
201007403,Firebomb/Incendiary
201006565,Grenade
201006572,Grenade
201006914,Grenade
201007402,Landmine
201007383,Mortar/Artillery
201007164,Unknown
201007198,Unknown
201009642,Unknown
201008459,Explosive
201007161,Explosive
201007161, IED
201006610,Explosive
201006610, IED
201006609,Explosive
201006609, IED
201006618,Explosive
201006618, IED
201006590,Explosive
201006590, IED
201006612,Explosive
201006612, IED
201007165,Firearm
201007163,Firearm
201006623,Firearm
201006635,Firearm
201007144,Firearm
201007628,Firearm
201007628, Firebomb/Incendiary
201007162,Firebomb/Incendiary
201008454,Firebomb/Incendiary
201006614,Grenade
201006916,Grenade
201006917,Grenade
201007438,Grenade
201006589,IED
201006589, Vehicle bomb
201007321,IED
201007321, Vehicle bomb
201007166,Unknown
201007685,Unknown
201009584,Unknown
201006648,Explosive
201006637,Explosive
201007033,Explosive
201007033, IED
201007412,Explosive
201007412, IED
201006865,Explosive
201006865, IED
201006627,Explosive
201006627, IED
201006631,Explosive
201006631, IED
201006639,Explosive
201006639, IED
201006641,Explosive
201006641, IED
201006634,Explosive
201006634, IED
201006660,Explosive
201006660, IED
201007517,Explosive
201007517, IED
201006944,Firearm
201006732,Firearm
201006879,Firearm
201006877,Firearm
201006862,Firearm
201006646,Firearm
201006640,Firearm
201007354,Firearm
201007121,Firearm
201007120,Firearm
201007015,Firearm
201007122,Firearm
201007017,Firearm
201007624,Firearm
201007600,Firearm
201007602,Firearm
201007327,Firearm
201007327, Primitive
201008462,Firebomb/Incendiary
201006870,Firebomb/Incendiary
201006872,Firebomb/Incendiary
201006872, Unknown
201007226,Grenade
201007409,Missile/Rocket
201007183,Mortar/Artillery
201007036,Unknown
201007415,Unknown
201007414,Unknown
201007075,Unknown
201007540,Unknown
201007519,Unknown
201007516,Unknown
201006946,Explosive
201006946, Firearm
201006946, IED
201006952,Explosive
201006952, IED
201006948,Explosive
201006948, IED
201007040,Explosive
201007040, IED
201012111,Explosive
201012111, IED
201006668,Explosive
201006668, IED
201006685,Explosive
201006685, IED
201007019,Explosive
201007019, IED
201007730,Firearm
201006647,Firearm
201006667,Firearm
201007604,Firearm
201007603,Firearm
201006869,Firebomb/Incendiary
201006670,Grenade
201006960,Missile/Rocket
201006824,Missile/Rocket
201006839,Missile/Rocket
201006823,Missile/Rocket
201006677,Primitive
201006951,RPG
201006822,Explosive
201007062,Explosive
201007062, IED
201007593,Explosive
201007593, IED
201007084,Explosive
201007084, IED
201007127,Explosive
201007127, IED
201006979,Firearm
201006821,Firearm
201006684,Firearm
201006679,Firearm
201006676,Firearm
201006682,Firearm
201007125,Firearm
201007085,Firearm
201007079,Firearm
201007126,Firearm
201006721,Firearm
201006722,Firearm
201008350,Firearm
201007331,Firearm
201007331, IED
201007331, Mortar/Artillery
201008463,Firebomb/Incendiary
201007080,Grenade
201007128,Grenade
201006834,Missile/Rocket
201006827,Missile/Rocket
201006837,Missile/Rocket
201006835,Missile/Rocket
201006867,Missile/Rocket
201006830,Missile/Rocket
201006838,Missile/Rocket
201007527,Primitive
201007512,Unknown
201007063,Unknown
201007061,Unknown
201007129,Unknown
201007495,Explosive
201006972,Explosive
201006972, IED
201006806,Explosive
201006806, IED
201006697,Explosive
201006697, IED
201006739,Explosive
201006739, IED
201006698,Explosive
201006698, IED
201007173,Explosive
201007173, IED
201007193,Explosive
201007193, IED
201007479,Firearm
201007365,Firearm
201006713,Firearm
201006716,Firearm
201006699,Firearm
201007089,Firearm
201007147,Firearm
201008465,Firebomb/Incendiary
201006833,Firebomb/Incendiary
201006868,Firebomb/Incendiary
201007494,Firebomb/Incendiary
201006841,Missile/Rocket
201007485,Mortar/Artillery
201006971,Unknown
201007260,Unknown
201006809,Explosive
201007000,Explosive
201007000, IED
201006975,Explosive
201006975, IED
201007481,Explosive
201007481, IED
201007482,Explosive
201007482, IED
201006808,Explosive
201006808, IED
201006729,Explosive
201006729, IED
201006730,Explosive
201006730, IED
201007140,Explosive
201007140, IED
201006976,Explosive
201006976, IED
201007382,Explosive
201007382, IED
201006977,Explosive
201006977, IED
201007234,Explosive
201007234, IED
201007518,Explosive
201007518, IED
201006974,Firearm
201007031,Firearm
201007442,Firearm
201006836,Firearm
201007145,Firearm
201007088,Firearm
201007139,Firearm
201006737,Grenade
201007239,Grenade
201006848,Missile/Rocket
201006847,Missile/Rocket
201006851,Missile/Rocket
201006842,Missile/Rocket
201006845,Missile/Rocket
201006843,Missile/Rocket
201007625,Primitive
201007484,Unknown
201006871,Unknown
201006891,Explosive
201006850,Explosive
201007599,Explosive
201007599, IED
201006765,Explosive
201006765, IED
201006766,Explosive
201006766, IED
201006812,Explosive
201006812, IED
201006758,Explosive
201006758, IED
201006840,Firearm
201006826,Firearm
201006810,Firearm
201006760,Firearm
201006764,Firearm
201006813,Firearm
201006756,Firearm
201007306,Firearm
201007268,Grenade
201007271,IED
201007271, Vehicle bomb
201007272,IED
201007272, Vehicle bomb
201007266,IED
201007266, Vehicle bomb
201007513,Missile/Rocket
201006855,Missile/Rocket
201007299,Primitive
201007559,Unknown
201007686,Unknown
201008498,Explosive
201007450,Explosive
201007450, IED
201007359,Explosive
201007359, IED
201007444,Explosive
201007444, IED
201007710,Explosive
201007710, IED
201007067,Explosive
201007067, IED
201007066,Explosive
201007066, IED
201006854,Explosive
201006854, IED
201006860,Explosive
201006860, IED
201006814,Explosive
201006814, IED
201007278,Explosive
201007278, IED
201007341,Explosive
201007341, IED
201007447,Firearm
201007397,Firearm
201007440,Firearm
201007456,Firearm
201007001,Firearm
201007010,Firearm
201006815,Firearm
201006816,Firearm
201006858,Firearm
201007151,Firearm
201007274,Firearm
201007309,Firearm
201006771,Firearm
201006771, Firebomb/Incendiary
201007487,Firearm
201007487, Missile/Rocket
201007453,Firearm
201007453, RPG
201007459,Firearm
201007459, RPG
201007283,Firebomb/Incendiary
201007411,Firebomb/Incendiary
201007411, Missile/Rocket
201007621,Firebomb/Incendiary
201007621, Unknown
201007343,Grenade
201007267,Grenade
201007298,Grenade
201007664,Grenade
201007311,Grenade
201006853,IED
201006853, Vehicle bomb
201007439,Missile/Rocket
201006852,Missile/Rocket
201007454,RPG
201007529,Unknown
201007470,Unknown
201007486,Unknown
201007473,Unknown
201007490,Unknown
201007488,Unknown
201007443,Unknown
201007511,Unknown
201007472,Unknown
201007458,Unknown
201007483,Unknown
201007733,Unknown
201006728,Explosive
201007566,Explosive
201007566, IED
201007312,Explosive
201007312, IED
201007413,Explosive
201007413, IED
201007009,Explosive
201007009, IED
201006893,Explosive
201006893, IED
201006889,Explosive
201006889, IED
201006888,Explosive
201006888, IED
201007233,Explosive
201007233, IED
201007300,Explosive
201007300, IED
201009634,Explosive
201009634, IED
201007366,Firearm
201007561,Firearm
201007723,Firearm
201007016,Firearm
201007020,Firearm
201007002,Firearm
201007065,Firearm
201006896,Firearm
201009047,Firearm
201009651,Firearm
201007671,Firearm
201007671, Mortar/Artillery
201007562,Firearm
201007562, RPG
201007013,Firebomb/Incendiary
201007138,Firebomb/Incendiary
201007235,Grenade
201007310,Grenade
201007712,IED
201007712, Landmine
201007070,Landmine
201007069,Landmine
201006857,Missile/Rocket
201006856,Missile/Rocket
201006897,Mortar/Artillery
201007688,Primitive
201007363,Unknown
201012552,Unknown
201007508,Explosive
201007508, IED
201007405,Explosive
201007405, IED
201006913,Explosive
201006913, IED
201006919,Explosive
201006919, IED
201006997,Explosive
201006997, IED
201006930,Explosive
201006930, IED
201006927,Explosive
201006927, IED
201006928,Explosive
201006928, IED
201006929,Explosive
201006929, IED
201006924,Explosive
201006924, IED
201006922,Explosive
201006922, IED
201007320,Explosive
201007320, IED
201007316,Explosive
201007316, IED
201009649,Explosive
201009649, IED
201007367,Firearm
201007550,Firearm
201007011,Firearm
201007086,Firearm
201007124,Firearm
201007124, Firebomb/Incendiary
201007064,Firearm
201007064, Grenade
201006923,Grenade
201007060,Grenade
201007106,IED
201007106, Vehicle bomb
201007505,Missile/Rocket
201006921,Mortar/Artillery
201007687,Primitive
201007435,Explosive
201006786,Explosive
201007351,Explosive
201007351, Firearm
201006994,Explosive
201006994, IED
201006985,Explosive
201006985, IED
201006987,Explosive
201006987, IED
201007108,Explosive
201007108, IED
201007301,Explosive
201007301, IED
201007384,Firearm
201007404,Firearm
201008271,Firearm
201007003,Firearm
201007018,Firearm
201006991,Firearm
201006998,Firearm
201006986,Firearm
201007779,Firearm
201007302,Firearm
201006787,Firearm
201007037,Firearm
201006781,Firearm
201006781, Grenade
201007680,Firearm
201007680, Mortar/Artillery
201006883,Firebomb/Incendiary
201012563,Firebomb/Incendiary
201012563, Primitive
201006995,Grenade
201007503,Unknown
201008237,Unknown
201007787,Unknown
201008499,Explosive
201006801,Explosive
201007390,Explosive
201007390, IED
201007315,Explosive
201007315, IED
201007071,Explosive
201007071, IED
201007326,Explosive
201007326, IED
201007304,Explosive
201007304, IED
201007102,Explosive
201007102, IED
201007102, Vehicle bomb
201007319,Firearm
201007012,Firearm
201007314,Firearm
201006790,Firearm
201007748,Firearm
201007748, Grenade
201007798,Firebomb/Incendiary
201008500,Firebomb/Incendiary
201007280,Landmine
201007005,Primitive
201007514,Unknown
201007799,Unknown
201007436,Explosive
201007249,Explosive
201007249, IED
201007251,Explosive
201007251, IED
201007114,Explosive
201007114, IED
201007117,Explosive
201007117, IED
201007116,Explosive
201007116, IED
201007215,Explosive
201007215, IED
201007355,Explosive
201007355, IED
201007394,Explosive
201007394, IED
201007375,Explosive
201007375, IED
201007214,Firearm
201007232,Firearm
201007217,Firearm
201007250,Firearm
201007653,Firearm
201007007,Firearm
201007130,Firearm
201007115,Firearm
201007356,Firearm
201007803,Firearm
201007803, Grenade
201008501,Firebomb/Incendiary
201007184,Firebomb/Incendiary
201007074,Grenade
201007334,Grenade
201007333,Grenade
201007264,IED
201007264, Landmine
201007745,IED
201007745, Landmine
201007133,IED
201007133, Vehicle bomb
201007118,Letter Bomb
201007021,Missile/Rocket
201007211,Unknown
201007224,Unknown
201008569,Unknown
201007910,Unknown
201007180,Explosive
201007181,Explosive
201007158,Explosive
201007158, Firearm
201006886,Explosive
201006886, IED
201007169,Explosive
201007169, IED
201007155,Explosive
201007155, IED
201007154,Explosive
201007154, IED
201007156,Explosive
201007156, IED
201007150,Explosive
201007150, IED
201007152,Explosive
201007152, IED
201007186,Explosive
201007186, IED
201007303,Explosive
201007303, IED
201007619,Explosive
201007619, IED
201007281,Firearm
201007252,Firearm
201007187,Firearm
201007188,Firearm
201007762,Firearm
201007078,Firearm
201007025,Firearm
201007758,Firearm
201007758, Missile/Rocket
201007259,Firearm
201007259, RPG
201007377,Grenade
201007757,Grenade
201007329,Grenade
201007076,Grenade
201007531,Grenade
201007027,Grenade
201007480,Missile/Rocket
201007401,Missile/Rocket
201009636,Primitive
201007225,Unknown
201009635,Unknown
201009637,Unknown
201007168,Explosive
201007357,Explosive
201007357, Firearm
201007357, IED
201007177,Explosive
201007177, IED
201007179,Explosive
201007179, IED
201007339,Explosive
201007339, IED
201007358,Explosive
201007358, IED
201007160,Explosive
201007160, IED
201007255,Firearm
201007053,Firearm
201007697,Firearm
201007697, IED
201007697, Vehicle bomb
201008505,Firebomb/Incendiary
201007305,IED
201007305, Landmine
201007175,IED
201007175, Vehicle bomb
201007256,Missile/Rocket
201007022,Missile/Rocket
201007360,Missile/Rocket
201007143,Primitive
201007361,Primitive
201007257,Unknown
201008240,Unknown
201009586,Unknown
201007258,Explosive
201007258, IED
201012110,Explosive
201012110, IED
201007203,Explosive
201007203, IED
201007206,Explosive
201007206, IED
201007204,Explosive
201007204, IED
201007525,Explosive
201007525, IED
201008279,Firearm
201007171,Firearm
201007176,Firearm
201007207,Firearm
201007202,Firearm
201007167,Firearm
201007167, Firebomb/Incendiary
201007766,Firearm
201007766, Grenade
201007766, Missile/Rocket
201007275,Firearm
201007275, RPG
201008506,Firebomb/Incendiary
201007342,Firebomb/Incendiary
201007253,Firebomb/Incendiary
201007191,Firebomb/Incendiary
201007806,Grenade
201007030,Primitive
201007286,Unknown
201007273,Unknown
201007478,Unknown
201007284,Unknown
201008249,Unknown
201007370,Explosive
201007370, Firebomb/Incendiary
201007370, IED
201007371,Explosive
201007371, Firebomb/Incendiary
201007371, IED
201007368,Explosive
201007368, Firebomb/Incendiary
201007368, IED
201007254,Explosive
201007254, IED
201007242,Explosive
201007242, IED
201007230,Explosive
201007230, IED
201007241,Explosive
201007241, IED
201007243,Explosive
201007243, IED
201007240,Explosive
201007240, IED
201007295,Explosive
201007295, IED
201007369,Explosive
201007369, IED
201007369, Vehicle bomb
201007279,Firearm
201007245,Firearm
201007228,Firearm
201007231,Firearm
201007244,Firearm
201007634,Firearm
201007373,Firearm
201007054,Firearm
201007807,Firearm
201007807, Mortar/Artillery
201007380,Firebomb/Incendiary
201007372,Firebomb/Incendiary
201007379,Firebomb/Incendiary
201007227,Grenade
201007024,Missile/Rocket
201007348,Mortar/Artillery
201007287,Unknown
201008382,Unknown
201009525,Explosive
201007903,Explosive
201007057,Explosive
201007057, Firearm
201007057, IED
201007773,Explosive
201007773, IED
201007774,Explosive
201007774, IED
201007862,Explosive
201007862, IED
201007451,Explosive
201007451, IED
201007297,Explosive
201007297, IED
201007291,Explosive
201007291, IED
201007657,Explosive
201007657, IED
201007636,Explosive
201007636, IED
201007840,Firearm
201008400,Firearm
201007464,Firearm
201007637,Firearm
201008160,Firearm
201007182,Firearm
201007463,Firebomb/Incendiary
201007824,IED
201007824, Vehicle bomb
201007894,Missile/Rocket
201007294,Mortar/Artillery
201008032,Primitive
201007886,Unknown
201008027,Unknown
201007809,Explosive
201007809, IED
201007328,Explosive
201007328, IED
201007322,Explosive
201007322, IED
201007655,Explosive
201007655, IED
201007656,Explosive
201007656, IED
201007654,Explosive
201007654, IED
201007696,Explosive
201007696, IED
201007815,Firearm
201007810,Firearm
201008246,Firearm
201007330,Firearm
201007648,Firearm
201007641,Firearm
201007698,Firearm
201007658,Firearm
201008001,Firearm
201008001, Missile/Rocket
201008166,Firebomb/Incendiary
201007837,Missile/Rocket
201007892,Missile/Rocket
201008031,Primitive
201007857,Unknown
201008421,Unknown
201007353,Explosive
201007854,Explosive
201007854, IED
201007777,Explosive
201007777, IED
201007986,Explosive
201007986, IED
201007338,Explosive
201007338, IED
201007345,Explosive
201007345, IED
201007347,Explosive
201007347, IED
201007346,Explosive
201007346, IED
201007349,Explosive
201007349, IED
201007340,Explosive
201007340, IED
201007662,Explosive
201007662, IED
201007660,Explosive
201007660, IED
201007890,Firearm
201008071,Firearm
201007659,Firearm
201008161,Firearm
201007195,Firearm
201007814,Firearm
201007814, Firebomb/Incendiary
201008242,Firearm
201008242, Firebomb/Incendiary
201008043,Firearm
201008043, Firebomb/Incendiary
201007909,Firearm
201007909, Primitive
201007882,Grenade
201008046,Grenade
201007895,Missile/Rocket
201007350,Missile/Rocket
201007792,Unknown
201007888,Unknown
201007460,Explosive
201007852,Explosive
201007852, IED
201007700,Explosive
201007700, IED
201007887,Explosive
201007887, IED
201007791,Explosive
201007791, IED
201007778,Explosive
201007778, IED
201007796,Explosive
201007796, IED
201007407,Explosive
201007407, IED
201007410,Explosive
201007410, IED
201007406,Explosive
201007406, IED
201007418,Explosive
201007418, IED
201007421,Explosive
201007421, IED
201007378,Explosive
201007378, IED
201007669,Explosive
201007669, IED
201007753,Explosive
201007753, IED
201007699,Explosive
201007699, IED
201008167,Explosive
201008167, IED
201007883,Firearm
201007793,Firearm
201007446,Firearm
201007524,Firearm
201007416,Firearm
201007100,Firearm
201007695,Firearm
201007908,Firearm
201009954,Firearm
201009954, IED
201009954, Landmine
201007802,Firebomb/Incendiary
201008390,Grenade
201010706,Grenade
201010705,Grenade
201009962,IED
201009962, Landmine
201007381,IED
201007381, Vehicle bomb
201007393,IED
201007393, Vehicle bomb
201007376,IED
201007376, Vehicle bomb
201007739,IED
201007739, Vehicle bomb
201007896,Missile/Rocket
201007419,Mortar/Artillery
201007851,Unknown
201007893,Unknown
201007795,Unknown
201007536,Explosive
201007678,Explosive
201007678, Firearm
201007678, IED
201007678, RPG
201007678, Vehicle bomb
201007812,Explosive
201007812, IED
201007533,Explosive
201007533, IED
201007535,Explosive
201007535, IED
201007538,Explosive
201007538, IED
201007682,Explosive
201007682, IED
201008169,Explosive
201008169, IED
201008169, Vehicle bomb
201007811,Firearm
201007703,Firearm
201007532,Firearm
201007534,Firearm
201007701,Firearm
201008159,Firearm
201007308,Firearm
201007849,Firebomb/Incendiary
201007694,Firebomb/Incendiary
201007694, Primitive
201007694, RPG
201007222,Grenade
201007738,Grenade
201007885,Missile/Rocket
201007537,Mortar/Artillery
201007539,Mortar/Artillery
201007848,Unknown
201008030,Unknown
201007617,Explosive
201007617, IED
201007569,Explosive
201007569, IED
201007813,Explosive
201007813, IED
201007764,Explosive
201007764, IED
201007776,Explosive
201007776, IED
201007705,Explosive
201007705, IED
201007575,Explosive
201007575, IED
201007575, Vehicle bomb
201008130,Firearm
201007596,Firearm
201007618,Firearm
201007595,Firearm
201007597,Firearm
201007134,Firearm
201007702,Firearm
201007737,Firearm
201009578,Firearm
201009578, Firebomb/Incendiary
201007622,Firearm
201007622, Primitive
201007693,Grenade
201007704,IED
201007704, Landmine
201007921,Missile/Rocket
201007922,Mortar/Artillery
201007760,Mortar/Artillery
201008378,Primitive
201008378, Unknown
201007923,Unknown
201008070,Unknown
201007728,Unknown
201008288,Explosive
201008288, IED
201008282,Explosive
201008282, IED
201007928,Explosive
201007928, IED
201008273,Explosive
201008273, IED
201007828,Explosive
201007828, IED
201008295,Explosive
201008295, IED
201008289,Explosive
201008289, IED
201007818,Explosive
201007818, IED
201007652,Explosive
201007652, IED
201007630,Explosive
201007630, IED
201007644,Explosive
201007644, IED
201007711,Explosive
201007711, IED
201007714,Explosive
201007714, IED
201007715,Explosive
201007715, IED
201007713,Explosive
201007713, IED
201007925,Firearm
201007649,Firearm
201007650,Firearm
201007709,Firearm
201007707,Firearm
201009705,Firearm
201008175,Firearm
201008171,Firearm
201008280,Firearm
201008280, RPG
201007468,Firebomb/Incendiary
201007457,Grenade
201007689,Grenade
201007746,Grenade
201008272,Missile/Rocket
201007911,Missile/Rocket
201007897,Mortar/Artillery
201008294,Unknown
201007839,Unknown
201008291,Unknown
201008292,Unknown
201008264,Unknown
201007465,Explosive
201007465, Firearm
201007860,Explosive
201007860, IED
201007855,Explosive
201007855, IED
201007853,Explosive
201007853, IED
201008009,Explosive
201008009, IED
201007726,Explosive
201007726, IED
201008010,Explosive
201008010, IED
201007724,Explosive
201007724, IED
201007571,Explosive
201007571, IED
201007767,Explosive
201007767, IED
201007708,Explosive
201007708, IED
201007825,Firearm
201007832,Firearm
201007668,Firearm
201007663,Firearm
201007794,Firearm
201007754,Firearm
201007755,Firearm
201007755, Grenade
201007759,Firearm
201007759, Grenade
201007449,Grenade
201007716,Grenade
201007692,Grenade
201007717,Missile/Rocket
201008168,Mortar/Artillery
201007727,Primitive
201009706,Unknown
201007865,Explosive
201007865, IED
201007927,Explosive
201007927, IED
201007836,Explosive
201007836, IED
201007924,Explosive
201007924, IED
201008011,Firearm
201009976,Firearm
201007749,Firearm
201007719,Firearm
201007756,Firearm
201007681,Firearm
201007822,Missile/Rocket
201007750,Missile/Rocket
201008458,Unknown
201008491,Unknown
201007819,Explosive
201007817,Explosive
201007929,Explosive
201007929, IED
201008029,Explosive
201008029, IED
201007718,Explosive
201007718, IED
201007721,Explosive
201007721, IED
201007722,Explosive
201007722, IED
201008198,Explosive
201008198, IED
201007838,Firearm
201007982,Firearm
201007765,Firearm
201007616,Firearm
201009981,Firearm
201009981, Primitive
201007800,Firebomb/Incendiary
201008222,Firebomb/Incendiary
201008263,Primitive
201007930,RPG
201008008,RPG
201008402,Unknown
201008221,Explosive
201007296,Explosive
201007296, Firearm
201007296, IED
201007966,Explosive
201007966, IED
201008147,Explosive
201008147, IED
201008136,Explosive
201008136, IED
201007684,Explosive
201007684, IED
201008193,Firearm
201008121,Firearm
201007859,Firearm
201008137,Firearm
201008128,Firearm
201008155,Firearm
201007768,Firearm
201007564,Firearm
201007968,Firearm
201007970,Firearm
201007935,Firearm
201008056,Firearm
201008056, Firebomb/Incendiary
201007992,Firebomb/Incendiary
201007614,Grenade
201009887,IED
201009887, Vehicle bomb
201008172,Missile/Rocket
201008706,Primitive
201009707,Unknown
201008647,Unknown
201008244,Explosive
201007996,Explosive
201007996, Firearm
201007996, Grenade
201007996, IED
201008017,Explosive
201008017, IED
201007971,Explosive
201007971, IED
201008073,Explosive
201008073, IED
201008018,Explosive
201008018, IED
201007999,Explosive
201007999, IED
201008139,Explosive
201008139, IED
201007937,Explosive
201007937, IED
201007938,Explosive
201007938, IED
201007943,Explosive
201007943, IED
201007979,Explosive
201007979, IED
201008504,Explosive
201008504, IED
201008052,Firearm
201008143,Firearm
201007609,Firearm
201007936,Firearm
201008327,Firearm
201007736,Firearm
201008567,Firearm
201008567, Grenade
201008051,Firearm
201008051, Mortar/Artillery
201008560,Firearm
201008560, Mortar/Artillery
201008425,Firebomb/Incendiary
201007691,Grenade
201008141,IED
201008141, Vehicle bomb
201007643,IED
201007643, Vehicle bomb
201008088,Missile/Rocket
201008013,Missile/Rocket
201008140,Missile/Rocket
201007973,Mortar/Artillery
201007864,Primitive
201007826,Primitive
201007823,Primitive
201008615,Primitive
201008000,Unknown
201007861,Unknown
201007863,Unknown
201008575,Unknown
201007452,Explosive
201007452, Firearm
201007452, IED
201007452, Vehicle bomb
201008079,Explosive
201008079, IED
201008231,Explosive
201008231, IED
201008235,Explosive
201008235, IED
201008213,Explosive
201008213, IED
201008214,Explosive
201008214, IED
201008209,Explosive
201008209, IED
201008326,Explosive
201008326, IED
201008212,Explosive
201008212, IED
201008210,Explosive
201008210, IED
201007946,Explosive
201007946, IED
201008050,Firearm
201008021,Firearm
201008022,Firearm
201008023,Firearm
201009274,Firearm
201007573,Firearm
201007948,Firearm
201007672,Firearm
201007939,Firearm
201007939, Firebomb/Incendiary
201008753,Firebomb/Incendiary
201008493,Firebomb/Incendiary
201007947,Grenade
201007987,Grenade
201007974,Landmine
201007940,Other
201008565,Primitive
201008574,Primitive
201008571,Primitive
201007670,Primitive
201008014,Unknown
201008048,Unknown
201008076,Unknown
201008269,Unknown
201008573,Unknown
201008045,Explosive
201008045, IED
201008058,Explosive
201008058, IED
201008287,Explosive
201008287, IED
201008302,Explosive
201008302, IED
201008247,Explosive
201008247, IED
201008303,Explosive
201008303, IED
201007835,Explosive
201007835, IED
201007833,Explosive
201007833, IED
201007949,Explosive
201007949, IED
201007991,Explosive
201007991, IED
201007827,Firearm
201008254,Firearm
201008239,Firearm
201008261,Firearm
201007489,Firearm
201007583,Firearm
201008068,Firearm
201007590,Firearm
201007951,Firearm
201007953,Firearm
201007675,Firearm
201007646,Firearm
201007676,Firearm
201007676, Grenade
201008112,Firearm
201008112, Primitive
201008224,Firebomb/Incendiary
201008507,Firebomb/Incendiary
201008572,Grenade
201007645,Grenade
201008041,Unknown
201008298,Unknown
201008600,Unknown
201008042,Explosive
201008042, IED
201008059,Explosive
201008059, IED
201008060,Explosive
201008060, IED
201008033,Explosive
201008033, IED
201008062,Explosive
201008062, IED
201008061,Explosive
201008061, IED
201008375,Explosive
201008375, IED
201008363,Explosive
201008363, IED
201009529,Explosive
201009529, IED
201008306,Firearm
201008307,Firearm
201007626,Firearm
201007956,Firearm
201007954,Firearm
201007995,Firearm
201008252,Firearm
201007679,Firearm
201010046,Firebomb/Incendiary
201007741,Grenade
201008034,IED
201008034, Vehicle bomb
201008309,Missile/Rocket
201008035,Unknown
201007843,Explosive
201007843, Firearm
201007843, IED
201008446,Explosive
201008446, IED
201008432,Explosive
201008432, IED
201007950,Explosive
201007950, IED
201007842,Firearm
201008447,Firearm
201007988,Firearm
201007931,Firearm
201008257,Firearm
201008679,Firearm
201008434,Grenade
201007607,Grenade
201007997,Missile/Rocket
201008694,Mortar/Artillery
201007993,Primitive
201008711,Primitive
201007914,Unknown
201008183,Unknown
201007907,Explosive
201007907, IED
201007845,Explosive
201007845, IED
201008186,Explosive
201008186, IED
201007906,Explosive
201007906, IED
201007844,Explosive
201007844, IED
201008842,Explosive
201008842, IED
201008448,Explosive
201008448, IED
201008453,Explosive
201008453, IED
201008438,Explosive
201008438, IED
201007740,Explosive
201007740, IED
201008040,Explosive
201008040, IED
201007846,Explosive
201007846, IED
201007627,Explosive
201007627, IED
201008444,Firearm
201008684,Firearm
201007952,Firearm
201008699,IED
201008699, Landmine
201008697,Mortar/Artillery
201008189,Unknown
201008178,Unknown
201007918,Unknown
201007933,Unknown
201009713,Unknown
201008709,Unknown
201008129,Explosive
201008129, Firearm
201008129, Grenade
201008129, IED
201008184,Explosive
201008184, IED
201007876,Explosive
201007876, IED
201007915,Explosive
201007915, IED
201008460,Explosive
201008460, IED
201008457,Explosive
201008457, IED
201008440,Explosive
201008440, IED
201008461,Explosive
201008461, IED
201008196,Firearm
201008995,Firearm
201008445,Firearm
201008456,Firearm
201008015,Firearm
201007989,Firearm
201008611,Firearm
201007967,Firearm
201007967, Firebomb/Incendiary
201007847,IED
201007847, Vehicle bomb
201008002,Primitive
201008182,Unknown
201009714,Unknown
201008203,Explosive
201008617,Explosive
201007978,Explosive
201007978, Firearm
201007978, IED
201007978, Primitive
201007904,Explosive
201007904, IED
201007919,Explosive
201007919, IED
201008488,Explosive
201008488, IED
201007877,Explosive
201007877, IED
201007879,Explosive
201007879, IED
201007934,Explosive
201007934, IED
201007898,Firearm
201008187,Firearm
201007878,Firearm
201009216,Firearm
201008779,Firearm
201008485,Firearm
201007965,Firearm
201007959,Firearm
201008359,Firearm
201008265,Firearm
201008381,Firebomb/Incendiary
201008228,Firebomb/Incendiary
